catalog_id,term,action_or_case,preliminary_disposition_class,litigation_posture,disposition_basis_excerpt,institutional_screen,provisional_arrp_routes,source_family,source_entry_url,representative_case_url,official_action_url,review_status,last_checked
TAC-IPI1-115,1,"California v. Azar , 950 F.3d 1067 (9th Cir. 2020), appeal dropped (U.S.S.C. 20-429)",mixed-or-later-modified-disposition,adjudicated-action-permitted,"February 24, 2020: A federal appeals court in California upheld a rule that imposed restrictions on healthcare providers receiving grants for family-planning services under Title X of the Public Health Service Act. This decision reversed three 2019 district court decisions that had enjoined the rule. Separately, the rule is enjoined in Maryland. See Mayor v. Azar , 439 F. Supp. 3d 591 (D. Md. 2020), aff'd (4th Cir. 19-1614), appeal dropped (U.S.S.C. 20-454)",Normalize claim-by-claim and appellate history before identifying any institutional gap.,A-11; FED-003; A-19; JUD-011,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://oag.ca.gov/system/files/attachments/press-docs/9th%20Cir%20En%20Banc%20Decision%20%282-24-20%29.pdf,https://www.govinfo.gov/content/pkg/FR-2019-05-21/pdf/2019-09667.pdf,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-119,1,"Akebia Therapeutics, Inc. v. Azar , 443 F. Supp. 3d 219 (D. Mass.), affirmed 976 F.3d 86 (1st Cir. 2020)",apparent-merits-permission,adjudicated-action-permitted,"February 4, 2020: A federal district court upheld the Centers for Medicare and Medicaid Services’ decision to eliminate coverage under Medicare Part D for Plaintiff’s drug, Auryxia, used in treating iron deficiency anemia in patients with chronic kidney disease, finding that the agency’s interpretation of the Medicare statute was reasonable, and the agency’s actions thereunder were not arbitrary and capricious. In September 2020, a federal appeals court affirmed .",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://www.leagle.com/decision/443205932fsupp3d2197,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-126,1,"Northern Alaska Environmental Center v. Department of the Interior , No. 19-35008, 2018 WL 6424680 (D. Alaska), affirmed 965 F.3d 705 (9th Cir. 2020).",threshold-or-reviewability-disposition,adjudicated-action-permitted,"December 6, 2019: A federal district court in Alaska rejected a challenge to the Trump administration's decision to rely on the Obama administration's prior environmental review of two lease sales in the National Petroleum Reserve-Alaska, holding that plaintiffs had waived their claims. The court of appeals affirmed , holding that the Trump administration decision was justified and that plaintiffs had waived a claim that the administration was required to supplement that analysis.","High priority: determine whether standing, jurisdiction, reviewability, waiver, or mootness left executive authority untested.",,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://www.courthousenews.com/wp-content/uploads/2020/07/NPRA-NRDC-9CA.pdf,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-132,1,"Conservation Congress v. Forest Service No. 18-02404, 2018 WL 5629335 (E.D. Cal. Oct. 2018)",preliminary-or-remedial-denial,adjudicated-action-permitted,"October 30, 2019: A federal district court in California denied a motion to enjoin a Forest Service project designed to remove fire-damaged trees, holding that the agency had not violated the National Environmental Policy Act or the National Forest Management Act. The court later denied plaintiff’s motion for summary judgment as well. Conservation Congress v. Forest Service, 409 F. Supp. 3d 861 (E.D. Cal. 2019).",Do not treat as merits approval; identify later merits posture and whether harm occurred before effective review.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-137,1,"Sierra Club v. Environmental Protection Agency , 939 F.3d 649 (5th Cir. 2019)",manual-disposition-review-required,adjudicated-action-permitted,"October 3, 2019: A federal appeals court rejected industry and environmental challenges to EPA’s approval of Louisiana’s state implementation plan for controlling regional haze, rejecting claims that the agency provided an unreasonable explanation for the decision and that it violated notice-and-comment requirements.","Read the controlling opinion and code the exact merits, threshold, finality, and remedy grounds.",,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-139,1,"New Lifecare Hospitals of Chester County LLC v. Azar, No. 19-705, 417 F. Supp. 3d 31 (D.D.C. 2019)",apparent-merits-permission,adjudicated-action-permitted,"September 30, 2019: A federal district court in D.C. held that Health and Human Services had not violated the Social Security Act or notice-and-comment requirements when it adopted a new methodology for calculating Medicare reimbursement of long-term care hospitals.",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,,https://www.govinfo.gov/content/pkg/FR-2018-08-17/pdf/2018-16766.pdf,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-140,1,"National Audubon Society v. Army Corps of Engineers , No. 17-162, 420 F. Supp. 3d 409 (E.D. N.C. 2019), affirmed 2021 WL 1152922 (4th Cir. 2021)",apparent-merits-permission,adjudicated-action-permitted,"Sept. 25, 2019: A federal district court in North Carolina held that the Army Corps had complied with National Environmental Policy Act in granting a dredge and fill permit for a project designed to reduce erosion to beach and island property.",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,A-11; FED-003; A-19; JUD-011,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-144,1,"Clean Water Action v. Environmental Protection Agency, 936 F.3d 308 (5th Cir. 2019)",apparent-merits-permission,adjudicated-action-permitted,"August 28, 2019: A federal appeals court held that EPA ’s postponement of compliance dates for restrictions on toxic-metal wastewater discharges from power plants was not arbitrary and capricious. (This is the second delay of that rule. A previous delay was withdrawn. See the entry dated September 18, 2017.)",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://www.eenews.net/assets/2019/08/28/document_gw_04.pdf,https://www.federalregister.gov/documents/2017/09/18/2017-19821/postponement-of-certain-compliance-dates-for-the-effluent-limitations-guidelines-and-standards-for,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-147,1,"Children’s Hospital Association of Texas v. Azar , 933 F.3d 764 (D.C. Cir. 2019), cert. denied, 141 S. Ct. 235, 208 L. Ed. 2d 16 (2020)",mixed-or-later-modified-disposition,adjudicated-action-permitted,"August 1, 2019: A federal appeals court upheld a Department of Health and Human Services rule —defining “costs incurred” for purposes of hospital reimbursements under the Medicaid Act awarded to the hospital when it provides services to low-income patients—finding that the Medicaid statute granted the agency authority to promulgate the rule and concluding that the agency had provided a reasoned explanation. In so ruling, the court reversed a district court decision .",Normalize claim-by-claim and appellate history before identifying any institutional gap.,A-11; FED-003; A-19; JUD-011,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://www.govinfo.gov/content/pkg/FR-2017-04-03/pdf/2017-06538.pdf,https://www.govinfo.gov/content/pkg/USCOURTS-caDC-18-05135/pdf/USCOURTS-caDC-18-05135-0.pdf,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-151,1,"Idaho Conservation League v. Wheeler , 930 F.3d 494 (D.C. Cir. 2019)",apparent-merits-permission,adjudicated-action-permitted,"July 19, 2019: A federal appeals court in D.C. upheld EPA's decision not to finalize a proposed Obama-era rule that would have required hard-rock mine operators to establish and maintain evidence of financial responsibility to prove they could pay for cleanup in the event of toxic disasters or hazardous spills. The court rejected arguments that the decision contravened the Comprehensive Environmental Response, Compensation, and Liability Act, was arbitrary and capricious, and was procedurally defective.",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://perma.cc/FD4G-JF8M,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-152,1,"Association for Community of Affiliated Plans v. Department of the Treasury , 392 F. Supp. 3d 22 (D.D.C. 2019), affirmed 2020 WL 4032806 (D.C. Cir. July 17, 2020)",apparent-merits-permission,adjudicated-action-permitted,"July 17, 2019: A federal district court in D.C. held that the updated “short-term limited duration insurance” (STLDI) rule is consistent with the Affordable Care Act. In July 2020, a federal appeals court affirmed .",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://ecf.dcd.uscourts.gov/cgi-bin/show_public_doc?2018cv2133-57,https://www.federalregister.gov/documents/2018/08/03/2018-16568/short-term-limited-duration-insurance,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-157,1,"National Organization of Veterans’ Advocates, Inc. v. Secretary of Veterans Affairs , 927 F.3d 1263 (Fed. Cir. 2019)",manual-disposition-review-required,adjudicated-action-permitted,"June 24, 2019: A federal appeals court held that the Veterans Administration had provided a reasoned explanation for a 2017 Veterans Administration rule related to disability benefits.","Read the controlling opinion and code the exact merits, threshold, finality, and remedy grounds.",,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,,https://www.govinfo.gov/content/pkg/FR-2017-12-08/pdf/2017-26523.pdf,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-170,1,"Guedes v. Bureau of Alcohol, Tobacco, Firearms & Explosives , 920 F.3d 1 (D.C. Cir. 2019), cert. denied , 140 S. Ct. 789 (2020)",preliminary-or-remedial-denial,adjudicated-action-permitted,"April 1, 2019: The U.S. Court of Appeals declined to enjoin a Bureau of Alcohol, Tobacco, Firearms and Explosives rule —which classified bump-stock devices (devises that allow a shooter of a semiautomatic firearm to initiate a continuous firing cycle with a single pull of the trigger) as “machineguns” under the National Firearms Act of 1934 and the Gun Control Act of 1968, thus rendering bump-stock devices prohibited under the Acts—finding that the Bureau’s classification was reasonable, it had authority to promulgate the rule, and the rule was not arbitrary or capricious.",Do not treat as merits approval; identify later merits posture and whether harm occurred before effective review.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://www.cadc.uscourts.gov/internet/opinions.nsf/E020C6DFFB0EB5AE852583CF00541653/$file/19-5042-1780398.pdf,https://www.govinfo.gov/content/pkg/FR-2018-12-26/pdf/2018-27763.pdf,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-171,1,"Potomac Riverkeeper, Inc. v. Wheeler, 381 F. Supp. 3d 1 (D.D.C. 2019), aff’d 2020 WL 2610887 (D.C. Cir. 2020)",manual-disposition-review-required,adjudicated-action-permitted,"March 31, 2019: A federal district court in D.C. rejected plaintiffs challenge to EPA’s approval of Virginia’s impaired waters list, holding that the approval was not contrary to the Clean Water Act.","Read the controlling opinion and code the exact merits, threshold, finality, and remedy grounds.",,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-178,1,"City of Council Bluffs, Iowa v. Department of the Interior , 368 F. Supp. 3d 1276 (S.D. Iowa 2019), affirmed , 11 F.4th 852 (8th Cir. 2021)",mixed-or-later-modified-disposition,adjudicated-action-permitted,"March 26, 2019: A federal district court largely upheld the decision of the National Indian Gaming Commission which had concluded that the Ponca Tribe of Nebraska was permitted to conduct gaming activities. The court held, however, that the Commission unreasonably failed to consider purported verbal agreement between the Tribe and the state of Iowa and remanded the matter to the agency to address that issue. In August 2021 (after President Biden was inaugurated), the 8th Circuit affirmed the lower court's decision.",Normalize claim-by-claim and appellate history before identifying any institutional gap.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,,,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-196,1,"Organization for Competitive Markets v. Department of Agriculture , 912 F.3d 455 (8th Cir. 2018)",apparent-merits-permission,adjudicated-action-permitted,"September 26, 2018: A federal appeals court found that it was not arbitrary and capricious for the U.S. Department of Agriculture to withdraw an interim final rule and proposed regulations related to the marketing of livestock, meat, and poultry.",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://law.justia.com/cases/federal/appellate-courts/ca8/17-3723/17-3723-2018-12-21.html,https://www.govinfo.gov/app/details/FR-2016-12-20/2016-30424/summary,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-207,1,"National Fair Housing Alliance v. Carson , 330 F. Supp. 3d 14 (D.D.C. 2018)",manual-disposition-review-required,adjudicated-action-permitted,"August 17, 2018: A federal district court in D.C. granted a motion to dismiss a claim that the U.S. Department of Housing and Urban Development had illegally withdrawn a tool necessary for compliance with fair housing requirements.","Read the controlling opinion and code the exact merits, threshold, finality, and remedy grounds.",A-11; FED-003; A-19; JUD-011,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://prrac.org/pdf/Opinion_US_District_Court_DC_8_17_18.pdf,https://www.gpo.gov/fdsys/pkg/FR-2018-05-23/pdf/2018-11146.pdf,preliminary text classification; controlling opinion review pending,2026-07-15
TAC-IPI1-211,1,"ABC Aerolineas, S.A. de C.V. v. Department of Transportation , 747 F. App’x 865 (D.C. Cir. 2018)",apparent-merits-permission,adjudicated-action-permitted,"August 14, 2018: A federal appeals court upheld the Department of Transportation’s approval of a cooperation agreement between two airlines, finding that the Department’s action did not amount to an improper attempt to assert authority over Mexico and holding that excluding Interjet, a business competitor with the second highest number of slots at the Mexican airport, from receiving slot divestitures was not arbitrary and capricious.",Review whether the permitted action reveals a generalizable statutory or procedural weakness rather than a substantive policy disagreement.,,Institute for Policy Integrity Trump court roundup,https://policyintegrity.org/trump-court-roundup,https://cases.justia.com/federal/appellate-courts/cadc/17-1056/17-1056-2018-08-14.pdf?ts=1534258947,,preliminary text classification; controlling opinion review pending,2026-07-15
